phrase_id,label,phrase,tokstem,class
30613,0.54167,dear ,  dear,2
230,0.88889,a pictureperfect beach,  pictureperfect beach,4
4789,0.63889,are immaculate  with roussillon providing comic relief,  immacul roussillon provid comic relief,3
85668,0.66667,killer soundtrack,  killer soundtrack,3
65692,0.19444,Fulfills the minimum requirement of Disney animation,  fulfil minimum requir disney anim,0
31742,0.61111,for an even more interesting  less symmetrical  less obviously crossshaped creation,  even interest less symmetr less obvious crossshap creation,3
226813,0.625,Triple X is a double agent  and he s one bad dude ,  tripl X doubl agent one bad dude,3
98061,0.76389,to finish  featuring a fall from grace that still leaves shockwaves,  finish featur fall grace still leav shockwav,3
41883,0.59722,expectations ,  expect,2
123841,0.69444,is a thoughtful examination of faith  love and power,  thought examin faith love power,3
66665,0.38889,It s still a comic book ,  still comic book,1
211416,0.43056000000000005,shifting in your chair,  shift chair,2
3904,0.54167,a light,  light,2
621,0.5,book,  book,2
190252,0.48611000000000004,a cannon,  cannon,2
223906,0.44443999999999995,If SM seems like a strange route to true love  maybe it is ,  SM seem like strang rout true love mayb,2
109665,0.77778,The color sense of Stuart Little  is its most immediate and most obvious pleasure,  color sens stuart littl immedi obviou pleasur,3
209092,0.68056,particularly memorable effect,  particularli memor effect,3
95207,0.76389,the better film s ability to make its subject interesting to those who are nt part of its supposed target audience  Judging by those standards   Scratch  is a pretty decent little documentary,  better film abil make subject interest nt part suppos target audienc judg standard scratch pretti decent littl documentari,3
183419,0.5,Die Hard and Cliffhanger,  die hard cliffhang,2
54030,0.58333,journey through life,  journey life,2
154148,0.5,as comic filmmakers,  comic filmmak,2
50371,0.5,conditioning and,  condit,2
220812,0.625,s exactly what these two people need to find each other,  exactli two peopl need find,3
92959,0.36111,so it s not a brilliant piece of filmmaking ,  brilliant piec filmmak,1
127616,0.26389,much like an infomercial for Ram Dass s latest book aimed at the boomer demographic ,  much like infomerci ram dass latest book aim boomer demograph,1
23988,0.875, while happily killing  minutes,  happili kill minut,4
23146,0.61111,s not always a bad thing,  alway bad thing,3
232324,0.16667,is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand andor restroom and not feel as if he or she has missed anything,  movi make possibl viewer doze minut make sever run concess stand andor restroom feel miss anyth,0
107700,0.5,Medem,  medem,2
190424,0.5,a cynic,  cynic,2
84859,0.54167,it s a taunt  a call for justice for two crimes from which many of us have not yet recovered ,  taunt call justic two crime mani us yet recov,2
49289,0.55556,as it cuts to the heart of American society in an unnerving way,  cut heart american societi unnerv way,2
179701,0.69444,s difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks,  difficult longtim admir work swept invinc overlook drawback,3
157753,0.54167,does nt do the original any particular dishonor,  nt origin particular dishonor,2
102224,0.66667, Bloody Sunday is a sobering recount of a very bleak day in Derry ,  bloodi sunday sober recount bleak day derri,3
110132,0.5,The result  however wellintentioned,  result howev wellintent,2
149566,0.5,The movie  directed by Mick Jackson,  movi direct mick jackson,2
186539,0.47222,One big blustery movie where nothing really happens  When it comes out on video  then it s the perfect cure for insomnia ,  one big blusteri movi noth realli happen come video perfect cure insomnia,2
100322,0.59722,win viewers  hearts,  win viewer heart,2
181932,0.61111,A puzzle whose pieces do not fit  Some are fascinating and others are not  and in the end  it is almost a good movie ,  puzzl whose piec fit fascin other end almost good movi,3
198365,0.38889,exploit the comic elements of the premise  making the proceedings more bizarre than actually amusing,  exploit comic element premis make proceed bizarr actual amus,1
41413,0.54861,Yvan s rambunctious  Jewish sister and,  yvan rambuncti jewish sister,2
94468,0.54167,that s OK,  OK,2
80630,0.33333,from its unsettling prognosis,  unsettl prognosi,1
224572,0.16667,Laughably  irredeemably awful ,  laughabl irredeem aw,0
81957,0.40278,having survived,  surviv,2
67630,0.55556,Morning,  morn,2
214418,0.36111,the destruction of property,  destruct properti,1
238793,0.5,will occur and not  if,  occur,2
50526,0.68056,covers a lot of ground  perhaps too much  but ties things together  neatly  by the end ,  cover lot ground perhap much tie thing togeth neatli end,3
139894,0.52778,will bother thinking it all through,  bother think,2
143631,0.16667,All the wellmeaningness in the world ca nt erase the fact that The Believer feels like a Step Program for the Jewish Nazi ,  wellmeaning world ca nt eras fact believ feel like step program jewish nazi,0
131448,0.19444,result in a movie that works against itself,  result movi work,0
111357,0.54167,You need nt be steeped in s sociology  pop culture or movie lore to appreciate the emotional depth of Haynes  work  Though Haynes  style apes films from the period  its message is not rooted in that decade ,  need nt steep sociolog pop cultur movi lore appreci emot depth hayn work though hayn style ape film period messag root decad,2
90342,0.65278,play out realistically if not always fairly,  play realist alway fairli,3
223384,0.61111,For Leonard,  leonard,3
185515,0.18056,Julia Roberts hands out awards  with phony humility barely camouflaging grotesque narcissism,  julia robert hand award phoni humil bare camouflag grotesqu narciss,0
108251,0.5,Our, ,2
78471,0.55556,does nt this film have that an impressionable kid could nt stand to hear ,  nt film impression kid could nt stand hear,2
218541,0.22221999999999997,viewing  The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen,  view innat theatric provid thrill extrem emot lose luster flatten onscreen,1
175868,0.52778,to amuse small children and ostensible adults,  amus small children ostens adult,2
184493,0.63889,Hossein,  hossein,3
149297,0.29167,The director s twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship  most notably wretched sound design  ,  director twitchi sketchbook style adroit perspect shift grow wearisom amid leaden pace indiffer craftsmanship notabl wretch sound design,1
133934,0.43056000000000005,teenaged,  teenag,2
65670,0.54167,Friends,  friend,2
143610,0.61111,All that s missing,  miss,3
121452,0.5,grooved over into the gay s,  groov gay,2
52375,0.63889,has a movie so closely matched the spirit of a man and his work ,  movi close match spirit man work,3
138823,0.56944,upon the original hit movie,  upon origin hit movi,2
135942,0.58333,the outrageous  sickening  sidesplitting goods in steaming  visceral heaps,  outrag sicken sidesplit good steam viscer heap,2
50171,0.30556,cinema s inability to stand in for true  lived experience,  cinema inabl stand true live experi,1
145402,0.41667,For AIDS and Africa are nothing more than part of the scenery,  aid africa noth part sceneri,2
111669,0.58333,a comedic or satirical target,  comed satir target,2
27325,0.30556, HaveyourselfahappylittleHolocaust  movies,  haveyourselfahappylittleholocaust movi,1
9438,0.45833,omitted,  omit,2
160191,0.43056000000000005,goes beyond comic book status,  goe beyond comic book statu,2
196876,0.44443999999999995,devastatingly telling,  devastatingli tell,2
5496,0.52778,chaplin,  chaplin,2
113742,0.41667,along with the hail of bullets  none of which ever seem to hit,  along hail bullet none ever seem hit,2
101006,0.63889,wry comic mayhem,  wri comic mayhem,3
7454,0.5,in motion captured,  motion captur,2
194946,0.61111,briefly,  briefli,3
178327,0.52778,wild card,  wild card,2
126692,0.31944,makes me feel weird   Thinking about all the bad things in the world   Like puppies with broken legs   And butterflies that die   And movies starring pop queens,  make feel weird think bad thing world like puppi broken leg butterfli die movi star pop queen,1
211429,0.45833,shock treatment,  shock treatment,2
74850,0.52778,ashamed,  asham,2
149779,0.56944,The production values are up there,  product valu,2
184785,0.375,If Hill is nt quite his generation s Don Siegel  or Robert Aldrich   it s because there s no discernible feeling beneath the chest hair ,  hill nt quit gener siegel robert aldrich discern feel beneath chest hair,1
28201,0.56944,all over the stage,  stage,2
219733,0.59722,with every scene,  everi scene,2
120347,0.625,for Touched by an Angel simplicity,  touch angel simplic,3
149083,0.70833,The Clown   a much funnier film with a similar theme and an equally great Robin Williams performance,  clown much funnier film similar theme equal great robin william perform,3
42149,0.61111,is a film well,  film well,3
101143,0.5,you know there,  know,2
195579,0.5,change the fact,  chang fact,2
160726,0.19444,has popped up with more mindless drivel,  pop mindless drivel,0
106087,0.43056000000000005,Gussied up with so many distracting special effects and visual party tricks,  gussi mani distract special effect visual parti trick,2
85586,0.55556,just want the Ball and Chain,  want ball chain,2
118340,0.33333,dishonest and pat,  dishonest pat,1
52700,0.61111,holds you with its outrageousness,  hold outrag,3
182192,0.55556,African American professionals get about overachieving,  african american profession get overachiev,2
125864,0.58333,leave much of an impression,  leav much impress,2
106521,0.27778,I suspect that there are more interesting ways of dealing with the subject ,  suspect interest way deal subject,1
158013,0.40278,dug by the last one,  dug last one,2
110207,0.31944,The things this movie tries to get the audience to buy just,  thing movi tri get audienc buy,1
17360,0.81944,surely have called this gutsy and at times exhilarating movie a great yarn,  sure call gutsi time exhilar movi great yarn,4
91671,0.79167,richly detailed  deftly executed,  richli detail deftli execut,3
77891,0.26389,dehumanizing and egodestroying process,  dehuman egodestroy process,1
193279,0.44443999999999995,art drivel,  art drivel,2
144281,0.65278,Bruce Springsteen s,  bruce springsteen,3
157396,0.27778,did dumb entertainment,  dumb entertain,1
24896,0.5,Bros ,  bro,2
55913,0.70833,packed with information and impressions,  pack inform impress,3
201473,0.56944,hyperreal satire,  hyperr satir,2
61153,0.51389,s no lie,  lie,2
163029,0.33333,is milk it with despondent eyes and whine that nobody treats him human enough,  milk despond eye whine nobodi treat human enough,1
89177,0.48611000000000004,of ugly behavior,  ugli behavior,2
181125,0.68056, while nothing special  is pleasant  diverting and modest  definitely a step in the right direction ,  noth special pleasant divert modest definit step right direct,3
201079,0.51389,high marks for political courage but barely gets by on its artistic merits ,  high mark polit courag bare get artist merit,2
225624,0.15278,Rifkin no doubt fancies himself something of a Hubert Selby Jr  but there is nt an ounce of honest poetry in his entire script ,  rifkin doubt fanci someth hubert selbi Jr nt ounc honest poetri entir script,0
14115,0.48611000000000004,If there s a way to effectively teach kids about the dangers of drugs,  way effect teach kid danger drug,2
75776,0.5,boarders,  boarder,2
157385,0.8333299999999999,dialogue and delightful performance,  dialogu delight perform,4
125177,0.55556,its attendant,  attend,2
136156,0.54167,the right Bmovie frame,  right bmovi frame,2
74472,0.51389,area,  area,2
100969,0.5,wrinkles,  wrinkl,2
207851,0.36111,of major acting lessons and maybe a little coffee,  major act lesson mayb littl coffe,1
218609,0.48611000000000004,wacky  screwball comedy,  wacki screwbal comedi,2
104574,0.86111,At once emotional and richly analytical,  emot richli analyt,4
42154,0.8333299999999999,is a ravishing consciousnessraiser,  ravish consciousnessrais,4
229867,0.5,cowriterdirector,  cowriterdirector,2
238020,0.40278,to warn you,  warn,2
4283,0.5,a video store,  video store,2
78435,0.29167,does nt completely,  nt complet,1
14455,0.45833,Steve Irwin s,  steve irwin,2
73453,0.5,all the story,  stori,2
184549,0.5,Hurley s,  hurley,2
130438,0.59722,populace,  populac,2
11043,0.70833,that catches you up in something bigger than yourself,  catch someth bigger,3
186394,0.55556,No one can doubt the filmmakers  motives ,  one doubt filmmak motiv,2
122620,0.66667,humble  teach and,  humbl teach,3
132571,0.25,skewed melodrama,  skew melodrama,1
178965,0.5,writer and,  writer,2
133888,0.55556,targeted at people who like to ride bikes,  target peopl like ride bike,2
19132,0.29167,Never mind whether you buy the stuff about Barris being a CIA hit man ,  never mind whether buy stuff barri cia hit man,1
87088,0.5,might add ,  might add,2
53696,0.66667,is warmly affecting,  warmli affect,3
158146,0.30556,elapse before the daddy of all slashers arrives  still with the boiler suit and white mask  which look remarkably clean for a guy who has been massmurdering since  but has never been seen doing laundry,  elaps daddi slasher arriv still boiler suit white mask look remark clean guy massmurd sinc never seen laundri,1
124510,0.59722,is so alluring,  allur,2
220717,0.31944,s a reason the studio did nt offer an advance screening,  reason studio nt offer advanc screen,1
100863,0.375,works so well for the first  minutes  but,  work well first minut,1
150397,0.47222,To say this,  say,2
72531,0.56944,a story  an old and scary one,  stori old scari one,2
129313,0.44443999999999995,often heartbreaking testimony,  often heartbreak testimoni,2
51055,0.80556,dynamic first act,  dynam first act,4
116382,0.5,by Vincent R  Nebrida,  vincent R nebrida,2
4858,0.29167,as artificial as the video games japanese teens play in a nightclub sequence,  artifici video game japanes teen play nightclub sequenc,1
225547,0.5,Q,  Q,2
137346,0.625,to a problem Hollywood too long has ignored,  problem hollywood long ignor,3
192658,0.375,an unlimited amount of phony blood,  unlimit amount phoni blood,1
155380,0.23611,bore that tends to hammer home every one of its points ,  bore tend hammer home everi one point,1
99339,0.5,very fabric,  fabric,2
131429,0.70833,respectable sequel,  respect sequel,3
198662,0.36111,feel like three hours,  feel like three hour,1
99137,0.41667,unsuspecting,  unsuspect,2
222319,0.94444,An uncluttered  resonant gem,  unclutt reson gem,4
90622,0.8333299999999999,presented with great sympathy and intelligence,  present great sympathi intellig,4
6393,0.22221999999999997,falters in its recycled aspects  implausibility  and sags,  falter recycl aspect implaus sag,1
40984,0.65278,It s a terrific American sports movie and Dennis Quaid is its athletic heart,  terrif american sport movi denni quaid athlet heart,3
93356,0.43056000000000005,sportsmovie,  sportsmovi,2
227625,0.43056000000000005, The Ring  is pretty much an Englishlanguage copy of the film that inspired it  and,  ring pretti much englishlanguag copi film inspir,2
168496,0.48611000000000004,over those assigned to protect us from same,  assign protect us,2
209271,0.38889,picture postcard perfect  too neat and new pinlike,  pictur postcard perfect neat new pinlik,1
217152,0.26389,to knock back a beer with but they re simply not funny performers,  knock back beer simpli funni perform,1
185134,0.68056,It s just a movie that happens to have Jackie Chan in it  And that makes all the difference ,  movi happen jacki chan make differ,3
136505,0.54167,the usual portrayals,  usual portray,2
107800,0.5,Moonlight Mile  better judgment be damned,  moonlight mile better judgment damn,2
126000,0.52778,lighting,  light,2
56507,0.55556,relishes,  relish,2
18479,0.5, then Mostly Martha,  mostli martha,2
102709,0.5, love and power,  love power,2
60792,0.66667,s a big  comforting jar of Marmite ,  big comfort jar marmit,3
41953,0.5,for the type of movie it is,  type movi,2
43796,0.26389, woundlicking  barscrapping doggedness,  woundlick barscrap dogged,1
217910,0.33333,tubthumpingly loud it makes you feel like a chump,  tubthumpingli loud make feel like chump,1
138597,0.61111,under the waves  He drags it back,  wave drag back,3
206114,0.20833000000000002,might be some sort of credible genderprovoking philosophy submerged here  but who the hell cares,  might sort credibl genderprovok philosophi submerg hell care,1
58224,0.5,the director ,  director,2
183727,0.19444,Evelyn  a besotted and obvious drama that tells us nothing new,  evelyn besot obviou drama tell us noth new,0
69256,0.77778,The Bard as black comedy  Willie would have loved it,  bard black comedi willi would love,3
1706,0.56944,match,  match,2
122537,0.27778,how bad it is,  bad,1
157245,0.55556,deliver big performances created for the sole purpose of generating Oscar talk,  deliv big perform creat sole purpos gener oscar talk,2
181287,0.27778,  The Country Bears  should never have been brought out of hibernation ,  countri bear never brought hibern,1
97279,0.51389,they lived,  live,2
237008,0.58333,the kind of film that should be the target of something,  kind film target someth,2
196544,0.52778,cuteness  Amy s career success  she s a bestselling writer of selfhelp books who ca nt help herself   and Amy s neuroses when it comes to men,  cute ami career success bestsel writer selfhelp book ca nt help ami neuros come men,2
14134,0.59722,In a normal screen process  these bromides would be barely enough to sustain an interstitial program on the Discovery Channel  But in Imax D  the clichs disappear into the vertiginous perspectives opened up by the photography ,  normal screen process bromid would bare enough sustain interstiti program discoveri channel imax clich disappear vertigin perspect open photographi,2
77142,0.54167,concentrate on City by the Sea s interpersonal drama,  concentr citi sea interperson drama,2
179628,0.73611,s an opera movie for the buffs,  opera movi buff,3
38831,0.65278,their seats,  seat,3
118918,0.61111,effort to share his impressions of life and loss and time and art with us,  effort share impress life loss time art us,3
221729,0.55556, a few potential hits  a few more simply intrusive to the story ,  potenti hit simpli intrus stori,2
222488,0.75,Astonishing is nt the word ,  astonish nt word,3
88560,0.52778,of excitement,  excit,2
52629,0.45833,his convictions,  convict,2
88723,0.5,of levels,  level,2
185062,0.31944,It s as if Solondz had two ideas for two movies  could nt really figure out how to flesh either out  so,  solondz two idea two movi could nt realli figur flesh either,1
5882,0.86111,delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor  bittersweet pathos  and lyric moments that linger like snapshots of memory,  deliv loos autobiograph stori brush sentiment brim gentl humor bittersweet patho lyric moment linger like snapshot memori,4
97874,0.5,to an issue,  issu,2
163691,0.36111,it s sort of bogus and it s hohum all the way through,  sort bogu hohum way,1
77033,0.40278,commercialism all in the same movie ,  commerci movi,2
158681,0.80556,explored very deeply,  explor deepli,4
219771,0.5,with longer exposition sequences between them ,  longer exposit sequenc,2
24012,0.19444, yet tremendously sad,  yet tremend sad,0
2968,0.34722,to the holocaust,  holocaust,1
197815,0.41667,employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British,  employ accent think suppos attempt hardass american sometim laps unhidden british,2
97862,0.44443999999999995,to a single theater company and its strategies and deceptions,  singl theater compani strategi decept,2
57994,0.65278,the  laughing,  laugh,3
27243,0.79167,With youthful high spirits,  youth high spirit,3
205104,0.33333,like the old diseaseoftheweek smallscreen melodramas ,  like old diseaseoftheweek smallscreen melodrama,1
113955,0.36111,an ancient librarian whacking a certain part of a man s body,  ancient librarian whack certain part man bodi,1
88083,0.52778,nurtures,  nurtur,2
11430,0.55556,the final result makes for adequate entertainment  i suppose  but,  final result make adequ entertain suppos,2
153984,0.33333,are unusual  But they do nt fit well together and neither is well told,  unusu nt fit well togeth neither well told,1
139088,0.5,visually flashy but narratively opaque,  visual flashi narr opaqu,2
162525,0.36111,is  despite its alleged provocation post     an antique  in the end  As are its star  its attitude and its obliviousness ,  despit alleg provoc post antiqu end star attitud oblivi,1
218404,0.5,value or,  valu,2
97163,0.79167,their superpowers  their supersimple animation and their superdooperadorability intact,  superpow supersimpl anim superdooperador intact,3
86343,0.55556,lovableloser protagonist,  lovablelos protagonist,2
6155,0.33333,elbowed aside,  elbow asid,1
193149,0.38889,are nowhere near,  nowher near,1
214758,0.61111,the guyinadress genre,  guyinadress genr,3
218791,0.55556,was shot two years ago,  shot two year ago,2
57713,0.5,that s opened between them,  open,2
142528,0.27778, the stories never add up to as much as they promise ,  stori never add much promis,1
165772,0.43056000000000005,maybe he should just stick with Austin and Dr Evil ,  mayb stick austin Dr evil,2
194140,0.44443999999999995,be gored,  gore,2
145211,0.72222,Everyone connected to this movie,  everyon connect movi,3
13030,0.66667,while i ca nt say it s on par with the first one  stuart little  is a light  fun cheese puff of a movie ,  ca nt say par first one stuart littl light fun chees puff movi,3
218880,0.5,watching this movie,  watch movi,2
67841,0.5,Nohe,  nohe,2
84226,0.73611,is funny  harmless and as substantial as a tub of popcorn with extra butter ,  funni harmless substanti tub popcorn extra butter,3
53122,0.75,inspired levity that it ca nt be dismissed as mindless,  inspir leviti ca nt dismiss mindless,3
127129,0.44443999999999995,minus,  minu,2
228495,0.38889,am baffled by Jason X,  baffl jason X,1
154394,0.29167,at rehashing what was basically a onejoke picture,  rehash basic onejok pictur,1
210544,0.5,ride around,  ride around,2
11020,0.30556,than another platter of reheated aliens,  anoth platter reheat alien,1
100416,0.52778,with a more downhome flavor,  downhom flavor,2
116329,0.44443999999999995,but little emotional resonance,  littl emot reson,2
205571,0.66667,made a point or two regarding life,  made point two regard life,3
208019,0.5,of teen pop kitten Britney Spears,  teen pop kitten britney spear,2
193695,0.61111,assign one bright shining star to Roberto Benigni s Pinocchio ,  assign one bright shine star roberto benigni pinocchio,3
178048,0.36111,when it has the temerity to run over two hours,  temer run two hour,1
163669,0.375,it s no surprise to see a worldclass filmmaker like Zhang Yimou behind the camera for a yarn that s ultimately rather inconsequential,  surpris see worldclass filmmak like zhang yimou behind camera yarn ultim rather inconsequenti,1
154801,0.66667,be really funny,  realli funni,3
183433,0.25,Director David Fincher and writer David Koepp ca nt sustain it ,  director david fincher writer david koepp ca nt sustain,1
91396,0.55556,relatively lightweight,  rel lightweight,2
115682,0.375,become a caricature  not even with that radioactive hair,  becom caricatur even radioact hair,1
224713,0.5,Mam Tambin,  mam tambin,2
23611,0.48611000000000004, even sterile  yet compulsively watchable,  even steril yet compuls watchabl,2
61758,0.63889, and not strictly in the knowledge imparted,  strictli knowledg impart,3
145429,0.19444,For anyone who grew up on Disney s  Treasure Island  or remembers the  Victor Fleming classic  this one feels like an impostor ,  anyon grew disney treasur island rememb victor fleme classic one feel like impostor,0
76003,0.5,brush up,  brush,2
210851,0.47222,says   If I stay positive  maybe I can channel one of my greatest pictures  Drunken Master,  say stay posit mayb channel one greatest pictur drunken master,2
87431,0.76389,most humane and important,  human import,3
55885,0.58333,overall fabric,  overal fabric,2
106787,0.48611000000000004,Is not so much,  much,2
128335,0.5,of Indians,  indian,2
115555,0.58333,be proud of her Rubenesque physique,  proud rubenesqu physiqu,2
84876,0.70833,it s an enjoyable trifle nonetheless,  enjoy trifl nonetheless,3
238471,0.55556,watch as his character awakens to the notion that to be human is eventually to have to choose,  watch charact awaken notion human eventu choos,2
225008,0.5,Mr Zhang s subject matter,  Mr zhang subject matter,2
32397,0.75,he s been stirred by the powerful work of his costars,  stir power work costar,3
115849,0.30556,believe that people have lost the ability to think,  believ peopl lost abil think,1
84311,0.69444,is in his hypermasculine element here  once again able to inject some real vitality and even art into a pulpy concept that  in many other hands would be completely forgettable ,  hypermasculin element abl inject real vital even art pulpi concept mani hand would complet forgett,3
192532,0.45833,an epic rather than the real deal,  epic rather real deal,2
45112,0.5,ESPN s,  espn,2
41409,0.72222,You wo nt believe much of it  but you will laugh at the audacity  at the who s who casting and the sheer insanity of it all,  wo nt believ much laugh audac cast sheer insan,3
143472,0.43056000000000005,About Mary and both American Pie movies ,  mari american pie movi,2
234163,0.33333,none of the crackle of  Fatal Attraction      Weeks  ,  none crackl fatal attract week,1
223136,0.5,Die Another Day ,  die anoth day,2
147525,0.51389,Mr  Desplechin,  Mr desplechin,2
61266,0.86111,s something of the ultimate Scorsese film  with all the stomachturning violence  colorful New York gang lore and other hallmarks of his personal cinema painted on their largestever historical canvas ,  someth ultim scorses film stomachturn violenc color new york gang lore hallmark person cinema paint largestev histor canva,4
189608,0.34722,What they see in each other also is difficult to fathom,  see also difficult fathom,1
198639,0.40278,featuring a script credited to no fewer than five writers,  featur script credit fewer five writer,2
25528,0.55556,Here s yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep  But taken as a stylish and energetic oneshot  The Queen of the Damned can not be said to suck ,  yet anoth studio horror franchis muck storylin glitch casual fan could correct sleep taken stylish energet oneshot queen damn said suck,2
50591,0.5,cult novel,  cult novel,2
122107,0.44443999999999995,heavyhanded indictment,  heavyhand indict,2
111270,0.59722,Would you laugh if a tubaplaying dwarf rolled down a hill in a trash can  Do you chuckle at the thought of an ancient librarian whacking a certain part of a man s body  If you answered yes  by all means enjoy The New Guy ,  would laugh tubaplay dwarf roll hill trash chuckl thought ancient librarian whack certain part man bodi answer ye mean enjoy new guy,2
68645,0.66667,Scott s convincing portrayal of Roger the sad cad that really gives the film its oomph,  scott convinc portray roger sad cad realli give film oomph,3
138664,0.44443999999999995,unexplored,  unexplor,2
84342,0.79167,is just too original to be ignored,  origin ignor,3
150452,0.36111,Too many improbabilities,  mani improb,1
112779,0.61111,a step further  richer and,  step richer,3
31645,0.5,finding,  find,2
109958,0.51389,The modern remake,  modern remak,2
227076,0.375,When  Reno  lets her radical flag fly  taking angry potshots at George W Bush  Henry Kissinger  Larry King  et al,  reno let radic flag fli take angri potshot georg W bush henri kissing larri king et al,1
122141,0.38889,her beaten to a pulp in his Dangerous Game,  beaten pulp danger game,1
64886,0.81944,Cuaron repeatedly  perversely undercuts the joie de vivre even as he creates it  giving the movie a mournful undercurrent that places the goodtime shenanigans in welcome perspective ,  cuaron repeatedli pervers undercut joie de vivr even creat give movi mourn undercurr place goodtim shenanigan welcom perspect,4
191872,0.41667,accuse Kung Pow for misfiring ,  accus kung pow misfir,2
120970,0.77778,general family chaos to which anyone can relate,  gener famili chao anyon relat,3
201823,0.20833000000000002,in an inarticulate screenplay,  inarticul screenplay,1
46223,0.5,Morrison s,  morrison,2
102008,0.65278,s worth yet another visit,  worth yet anoth visit,3
2400,0.11110999999999999,steals,  steal,0
141735,0.36111,ve just watched a featurelength video game with some really heavy back story,  watch featurelength video game realli heavi back stori,1
228686,0.33333,another grossout college comedy ,  anoth grossout colleg comedi,1
11916,0.5,the story itself,  stori,2
131399,0.5,research paper,  research paper,2
237034,0.5,the light,  light,2
179026,0.44443999999999995,yellow,  yellow,2
17224,0.44443999999999995,smacks,  smack,2
22616,0.77778,turn his life into art,  turn life art,3
187804,0.5,The Husband ,  husband,2
51794,0.52778,for inner peace,  inner peac,2
204868,0.38889,less funny,  less funni,1
83267,0.94444,incredible IMAX sound system,  incred imax sound system,4
220906,0.61111,s no new  A Christmas Carol  out in the theaters this year,  new christma carol theater year,3
202285,0.45833,instead a grating endurance test,  instead grate endur test,2
21236,0.63889,literally and figuratively ,  liter figur,3
154262,0.43056000000000005,as the lead actor phones in his autobiographical performance,  lead actor phone autobiograph perform,2
84608,1.0,is simply brilliant ,  simpli brilliant,4
174470,0.5,the other direction,  direct,2
224294,0.375,It falls far short of poetry  but,  fall far short poetri,1
178411,0.56944,willing to lend its imprimatur to  then perhaps,  will lend imprimatur perhap,2
132101,0.59722,sensitive handling,  sensit handl,2
114346,0.25,another iteration of what s become one of the movies  creepiest conventions  in which the developmentally disabled,  anoth iter becom one movi creepiest convent development disabl,1
12074,0.45833,their notbeing,  notb,2
131900,0.25,see  terrorists are more evil than ever ,  see terrorist evil ever,1
91367,0.79167,refreshingly unhibited,  refreshingli unhibit,3
203581,0.23611,is this bad on purpose is never clear ,  bad purpos never clear,1
103076,0.5, and in each other , ,2
71757,0.80556,a great deal of insight,  great deal insight,4
29713,0.66667,bounces  all over the stage  dancing  running  sweating  mopping his face and generally displaying the wacky talent that brought him fame in the first place ,  bounc stage danc run sweat mop face gener display wacki talent brought fame first place,3
76699,0.69444,choose to interpret the film s end as hopeful or optimistic,  choos interpret film end hope optimist,3
41776,0.66667,delivers not just,  deliv,3
124284,0.55556,is nt mainly,  nt mainli,2
206395,0.5,more in common,  common,2
7322,0.81944,if signs is a good film  and it is  the essence of a great one is in there somewhere ,  sign good film essenc great one somewher,4
214236,0.38889,the by now intolerable morbidity,  intoler morbid,1
50012,0.81944,can improvise like a jazzman,  improvis like jazzman,4
211660,0.40278,singing and finger snapping it might have held my attention  but as it stands I,  sing finger snap might held attent stand,2
91652,0.41667,rhapsodic dialogue,  rhapsod dialogu,2
177202,0.16667,unimpressive acting and indifferent direction,  unimpress act indiffer direct,0
134849,0.5,the audience for Cletis Tout,  audienc cleti tout,2
144007,0.19444,Bad  Very bad  Stultifyingly,  bad bad stultifyingli,0
38204,0.76389,the film s otherworldly quality,  film otherworldli qualiti,3
70655,0.5,WW II doc,  WW II doc,2
81304,0.52778,grabs,  grab,2
17495,0.5,the biography,  biographi,2
103727,0.63889,A movie of riveting power and sadness,  movi rivet power sad,3
129129,0.43056000000000005,of the ties,  tie,2
231690,0.55556,her petite frame,  petit frame,2
106841,0.81944,It s an exhilarating place to visit  this laboratory of laughter ,  exhilar place visit laboratori laughter,4
140847,0.65278,younger lad,  younger lad,3
62312,0.61111, the story offers a trenchant critique of capitalism ,  stori offer trenchant critiqu capit,3
60456,0.875,wonderfully loopy,  wonder loopi,4
92290,0.51389,sentimental but,  sentiment,2
130732,0.65278,prove more potent and riveting,  prove potent rivet,3
107758,0.069444,Mike Myers shows up and ruins everything,  mike myer show ruin everyth,0
170355,0.55556,satanic business,  satan busi,2
144869,0.5,Director Dirk Shafer and cowriter Greg Hinton,  director dirk shafer cowrit greg hinton,2
155752,0.375,by intellect than heart  his story flattens instead of sharpens,  intellect heart stori flatten instead sharpen,1
181977,0.33333,A series of escapades demonstrating the adage that what is good for the goose is also good for the gander  some of which occasionally amuses but none of which amounts to much of a story ,  seri escapad demonstr adag good goos also good gander occasion amus none amount much stori,1
104399,0.66667,Andrei,  andrei,3
24782,0.5,Back,  back,2
187165,0.75,Screenwriter Chris ver Weil s directing debut is goodnatured and never dull  but,  screenwrit chri ver weil direct debut goodnatur never dull,3
106782,0.34722,Is nt as sharp as the original,  nt sharp origin,1
74041,0.5,and nonfiction film,  nonfict film,2
58988,0.5,this fairly parochial melodrama into something,  fairli parochi melodrama someth,2
